PARM  PC     4.5000
PARM  BL    Bi    83     H     1    1.8000    0.0000     1
PARM  BL    Cd    48     C     6    2.1520    0.0000     1
PARM  BL    Cd    48    Cl    17    2.3090    0.0000     1
PARM  BL    Ga    31     C     6    1.9910    0.0000     1
PARM  BL    Ga    31    Cl    17    2.1320    0.0000     1
PARM  BL    Ge    32     C     6    1.9610    0.0000     1
PARM  BL    Ge    32    Cl    17    2.1590    0.0000     1
PARM  BL    Ge    32     H     1    1.5490    0.0000     1
PARM  BL    Hg    80     C     6    2.1440    0.0000     1
PARM  BL    Hg    80     I    53    2.6670    0.0000     1
PARM  BL    Hg    80     S    16    2.3980    0.0000     1
PARM  BL    In    49     C     6    2.5840    0.0000     1
PARM  BL    Pb    82     C     6    2.1960    0.0000     1
PARM  BL    Pb    82     H     1    1.7770    0.0000     1
PARM  BL    Sb    51     C     6    2.1650    0.0000     1
PARM  BL    Sb    51     C     6    2.1910    0.0000     1
PARM  BL    Sb    51    Cl    17    2.4560    0.0000     1
PARM  BL    Sb    51     H     1    1.7230    0.0000     1
PARM  BL    Se    34    Br    35    2.3320    0.0000     1
PARM  BL    Se    34     C     6    1.9720    0.0000     1
PARM  BL    Se    34     H     1    1.4860    0.0000     1
PARM  BL    Se    34     N     7    1.8460    0.0000     1
PARM  BL    Se    34     O     8    1.8380    0.0000     1
PARM  BL    Se    34    Si    14    2.2880    0.0000     1
PARM  BL    Si    14    Cl    17    2.0630    0.0000     1
PARM  BL    Si    14     F     9    1.5960    0.0000     1
PARM  BL    Si    14     H     1    1.4890    0.0000     1
PARM  BL    Si    14     N     7    1.7550    0.0000     1
PARM  BL    Si    14     O     8    1.6830    0.0000     1
PARM  BL    Sn    50     C     6    2.1600    0.0000     1
PARM  BL    Te    52     C     6    2.2110    0.0000     1
PARM  BL    Tl    81     C     6    2.2850    0.0000     1
PARM  BL     V    23    Cl    17    2.2060    0.0000     1
PARM  BL    Zn    30     C     6    1.9330    0.0000     1
PARM  BL    Zn    30    Cl    17    2.0820    0.0000     1
PARM  BA     H     1    0.0000    0.7840
PARM  BA     C     6    1.3390    1.1830
PARM  BA     N     7    1.3000    1.2120
PARM  BA     O     8    1.2490    1.2190
PARM  BA     F     9    0.0000    1.1660
PARM  BA    Cl    17    0.0000    1.2720
PARM  BA    Br    35    0.0000    1.3780
PARM  BA     I    53    0.0000    1.3980
PARM  BA     P    15    0.9060    1.6200
PARM  BA     S    16    1.4480    1.2800
PARM  BA     V    23    1.3600    1.5300
PARM  BA     B     5    1.1800    1.2700
PARM  BA    Al    13    1.2700    0.7700
PARM  BA    Ga    31    0.8000    0.8600
PARM  BA    In    49    0.9800    1.1800
PARM  BA    Tl    81    1.1200    1.0000
PARM  BA    Zn    30    0.2400    1.0100
PARM  BA    Cd    48    2.8000    0.9400
PARM  BA    Hg    80    0.8600    1.7000
PARM  BA    Si    14    1.4400    0.8100
PARM  BA    Ge    32    0.9700    1.1400
PARM  BA    Sn    50    0.8000    1.0400
PARM  BA    Pb    82    1.2500    1.1500
PARM  BA    As    33    1.9300    1.0900
PARM  BA    Sb    51    1.6900    1.2100
PARM  BA    Bi    83    1.8700    1.0900
PARM  BA    Se    34    1.5800    1.3400
PARM  BA    Te    52    2.0600    1.3200
