  o   o  1
  o  p2  1
  o  p3  1
  o  p4  2
  o  p5  2
  o  pe  2
  o  px  2
  o  py  2
  o   s  2
  o  s2  2
  o  s4  2
  o  s6  2
  o  sx  2
  o  sy  2
 p2  p2  2
 p2  p3  1
 p2  p4  2
 p2  p5  2
 p2  pe  2
 p2   s  2
 p2  s4  2
 p2  s6  2
 p3  p3  1
 p3  p4  1
 p3  p5  1
 p3   s  1
 p3  s4  1
 p3  s6  1
 p4  p4  2
 p4  p5  2
 p4   s  2
 p4  s4  2
 p4  s6  2
 p5  p5  2
 p5   s  2
 p5  s4  2
 p5  s6  2
 pe  pe  1
 pe  pf  2
 pe  px  1
 pe  py  1
 pe   s  2
 pe  sx  1
 pe  sy  1
 px  py  1
 px  sx  1
 px  sy  1
 py  py  1
 py  sx  1
 py  sy  1
  s   s  1
  s  s2  2
  s  s4  2
  s  s6  2
 s4  s4  2
 s4  s6  2
 s4  sh  1
 s4  ss  1
 s6  s6  2
 s6  sh  1
 s6  ss  1
 sx  sx  1
 sx  sy  1
 sy  sy  1
