  287   25   25    3   0.0000
  288   21   31    6  -0.1168
  289   22   31    6   0.0465
  290   23   31    6   0.1317
  291   24   31    6  -0.0817
  292   25   31    6  -0.0543
  293   25   51    6   0.1473
  294   16   16    7   0.0000
  295   16   17    7  -0.0653
  296   16   23    7  -0.0243
  297   16   31    7  -0.1518
  298   16   41    7   0.2240
  299   16   51    7   0.2699
  300   17   17    7   0.0000
  301   17   23    7   0.0885
  302   17   24    7   0.2630
  303   17   31    7   0.1294
  304   17   41    7   0.2464
  305   17   51    7   0.3144
  306   23   23    7   0.0000
  307   23   24    7   0.1698
  308   23   31    7   0.0677
  309   23   41    7   0.1806
  310   23   51    7   0.1565
  311   24   24    7   0.0000
  312   24   31    7  -0.0723
  313   24   41    7   0.0456
  314   24   51    7   0.0419
  315   31   41    7   0.0710
  316   31   51    7   0.0983
  317   41   51    7   0.0587
  318   51   51    7   0.0000
  319   16   16    8   0.0000
  320   16   17    8  -0.0653
  321   16   23    8  -0.0243
  322   16   31    8  -0.1518
  323   16   41    8   0.2240
  324   16   51    8   0.2699
  325   17   17    8   0.0000
  326   17   23    8   0.0885
  327   17   24    8   0.2630
  328   17   31    8   0.1294
  329   17   41    8   0.2464
  330   17   51    8   0.3144
  331   23   24    8   0.1698
  332   24   24    8   0.0000
  333   24   41    8   0.0456
  334   11   31    9   0.1615
  335   11   51    9   0.0833
  336   12   31    9   0.1844
  337   12   51    9   0.1879
  338   13   31    9   0.3046
  339   13   51    9   0.1969
  340   14   31    9   0.2653
  341   14   51    9   0.1713
  342   15   31    9   0.2549
  343   15   51    9   0.3281
  344   16   31    9   0.2797
  345   16   51    9   0.2541
  346   17   31    9   0.3370
  347   17   51    9   0.3476
  348   23   31    9  -0.1500
  349   31   41    9   0.2354
  350   31   42    9   0.3195
  351   31   51    9   0.1530
  352   31   52    9   0.3916
  353   31   53    9   0.3228
  354   51   53    9   0.5218
  355   16   16   10   0.0000
  356   16   17   10  -0.0653
  357   16   23   10  -0.0243
  358   16   31   10  -0.1518
  359   16   41   10   0.2240
  360   16   51   10   0.2699
  361   17   17   10   0.0000
  362   17   23   10   0.0885
  363   17   24   10   0.2630
  364   17   31   10   0.1294
  365   17   41   10   0.2464
  366   17   51   10   0.3144
  367   23   23   10   0.0000
  368   23   24   10   0.1698
  369   23   31   10   0.0677
  370   23   41   10   0.1806
  371   23   51   10   0.1565
  372   24   24   10   0.0000
  373   24   31   10  -0.0723
  374   24   41   10   0.0456
  375   24   51   10   0.0419
  376   31   41   10   0.0710
  377   31   51   10   0.0983
  378   41   51   10   0.0587
  379   51   51   10   0.0000
  380   11   11   11   0.0000 
  381   12   12   11   0.0000 
  382   13   13   11   0.0000 
  383   14   14   11   0.0000 
  384   15   15   11   0.0000 
  385   16   16   11   0.0000 
  386   17   17   11   0.0000 
  387   21   21   11   0.0000 
  388   22   22   11   0.0000 
  389   23   23   11   0.0000 
  390   24   24   11   0.0000 
  391   25   25   11   0.0000 
  392   31   31   11   0.0000 
  393   32   32   11   0.0000 
  394   33   33   11   0.0000 
  395   41   41   11   0.0000 
  396   42   42   11   0.0000 
  397   51   51   11   0.0000 
  398   52   52   11   0.0000 
  399   53   53   11   0.0000 
  400   61   61   11   0.0000 
  401   71   71   11   0.0000 
  402   72   72   11   0.0000 
  403   73   73   11   0.0000 
  404   74   74   11   0.0000 
  405   91   91   11   0.0000 
